ProteinID	TPM_max
eel__Unknown__TRINITY_DN65844_c1_g1_i1.p1	6.219863
eel__Unknown__TRINITY_DN16734_c0_g2_i1.p2	8.165572
eel__Unknown__TRINITY_DN465_c2_g1_i1.p1	10.293045
eel__Unknown__TRINITY_DN125207_c0_g1_i1.p1	1.084084
eel__Unknown__TRINITY_DN33521_c0_g2_i7.p1	469.303727
eel__Unknown__TRINITY_DN598_c0_g1_i10.p1	30.938109
eel__Unknown__TRINITY_DN598_c0_g1_i10.p1	30.938109
eel__Unknown__TRINITY_DN9142_c0_g1_i3.p1	338.569559
eel__Unknown__TRINITY_DN9142_c0_g1_i3.p1	338.569559
eel__Unknown__TRINITY_DN1472_c1_g1_i7.p1	25.666001
eel__Unknown__TRINITY_DN49631_c1_g1_i1.p1	1.786022
zebrafish__Unknown__TRINITY_DN1357_c3_g1_i2.p1	100.006696
zebrafish__Unknown__TRINITY_DN1357_c3_g1_i2.p1	100.006696
zebrafish__Unknown__TRINITY_DN2115_c0_g2_i1.p1	112.083438
zebrafish__Unknown__TRINITY_DN2115_c0_g2_i1.p1	112.083438
zebrafish__Unknown__TRINITY_DN3855_c0_g1_i5.p1	3.046788
zebrafish__Unknown__TRINITY_DN3855_c0_g1_i5.p1	3.046788
zebrafish__Unknown__TRINITY_DN25331_c0_g1_i2.p1	2.43242
zebrafish__Unknown__TRINITY_DN25331_c0_g1_i2.p1	2.43242
zebrafish__Unknown__TRINITY_DN25331_c0_g1_i2.p1	2.43242
zebrafish__Unknown__TRINITY_DN26423_c0_g1_i1.p1	5.277066
zebrafish__Unknown__TRINITY_DN26423_c0_g1_i1.p1	5.277066
zebrafish__Unknown__TRINITY_DN26423_c0_g1_i1.p1	5.277066
zebrafish__Unknown__TRINITY_DN13437_c0_g1_i1.p1	3.556574
zebrafish__Unknown__TRINITY_DN3154_c0_g1_i1.p2	7.590556
zebrafish__Unknown__TRINITY_DN85309_c0_g1_i1.p1	4.685103
zebrafish__Unknown__TRINITY_DN15784_c0_g1_i1.p1	1.603207
zebrafish__Unknown__TRINITY_DN52277_c0_g1_i1.p1	1.71203
zebrafish__Unknown__TRINITY_DN24357_c0_g1_i1.p2	12.500319
zebrafish__Unknown__TRINITY_DN71006_c0_g1_i1.p2	1.682622
zebrafish__Unknown__TRINITY_DN9981_c0_g1_i1.p2	3.666641
zebrafish__Unknown__TRINITY_DN112_c2_g1_i21.p1	10.225452
yangtzeCatfish__Unknown__TRINITY_DN1212_c2_g1_i1.p1	8.474871
yangtzeCatfish__Unknown__TRINITY_DN1212_c2_g1_i1.p1	8.474871
yangtzeCatfish__Unknown__TRINITY_DN418_c0_g3_i7.p1	101.773114
yangtzeCatfish__Unknown__TRINITY_DN418_c0_g3_i7.p1	101.773114
yangtzeCatfish__Unknown__TRINITY_DN425_c4_g1_i2.p1	17.617295
yangtzeCatfish__Unknown__TRINITY_DN425_c4_g1_i2.p1	17.617295
yangtzeCatfish__Unknown__TRINITY_DN5902_c0_g2_i1.p1	11.501929
yangtzeCatfish__Unknown__TRINITY_DN5902_c0_g2_i1.p1	11.501929
yangtzeCatfish__Unknown__TRINITY_DN6440_c1_g1_i1.p1	12.568228
yangtzeCatfish__Unknown__TRINITY_DN6440_c1_g1_i1.p1	12.568228
yangtzeCatfish__Unknown__TRINITY_DN89400_c0_g1_i1.p1	1.649769
yangtzeCatfish__Unknown__TRINITY_DN89400_c0_g1_i1.p1	1.649769
yangtzeCatfish__Unknown__TRINITY_DN6074_c0_g1_i4.p1	2.718112
yangtzeCatfish__Unknown__TRINITY_DN5320_c4_g1_i1.p1	4.245581
yangtzeCatfish__Unknown__TRINITY_DN9366_c1_g1_i1.p2	3.897899
yangtzeCatfish__Unknown__TRINITY_DN9366_c1_g2_i1.p1	3.187505
yangtzeCatfish__Unknown__TRINITY_DN8217_c0_g3_i7.p2	6.361946
yangtzeCatfish__Unknown__TRINITY_DN2946_c1_g1_i1.p1	17.832877
northernPike__Unknown__TRINITY_DN5580_c2_g2_i1.p1	3.834838
northernPike__Unknown__TRINITY_DN5580_c2_g2_i1.p1	3.834838
northernPike__Unknown__TRINITY_DN5726_c0_g1_i3.p3	2.327085
northernPike__Unknown__TRINITY_DN5726_c0_g1_i3.p3	2.327085
northernPike__Unknown__TRINITY_DN18254_c0_g1_i1.p1	1.801174
northernPike__Unknown__TRINITY_DN2890_c0_g2_i2.p2	12.621081
northernPike__Unknown__TRINITY_DN9584_c0_g1_i5.p1	2.097734
northernPike__Unknown__TRINITY_DN15753_c0_g1_i3.p1	1.828023
northernPike__Unknown__TRINITY_DN15753_c0_g1_i3.p1	1.828023
northernPike__Unknown__TRINITY_DN37611_c1_g1_i3.p1	7.444501
northernPike__Unknown__TRINITY_DN37611_c1_g1_i3.p1	7.444501
northernPike__Unknown__TRINITY_DN13539_c0_g1_i2.p1	1.649095
northernPike__Unknown__TRINITY_DN508_c2_g1_i2.p1	128.095533
northernPike__Unknown__TRINITY_DN508_c0_g1_i1.p1	237.210305
northernPike__Unknown__TRINITY_DN7752_c0_g2_i2.p1	4.473916
northernPike__Unknown__TRINITY_DN451_c0_g1_i12.p1	27.606537
northernPike__Unknown__TRINITY_DN114276_c0_g1_i1.p1	9.257919
northernPike__Unknown__TRINITY_DN4145_c2_g1_i2.p1	2.087555
northernPike__Unknown__TRINITY_DN2890_c0_g5_i1.p1	10.089661
northernPike__Unknown__TRINITY_DN36679_c0_g1_i1.p1	2.530312
lanternFish__Unknown__TRINITY_DN32251_c0_g1_i1.p1	32.539777
lanternFish__Unknown__TRINITY_DN32251_c0_g1_i1.p1	32.539777
lanternFish__Unknown__TRINITY_DN576_c0_g1_i3.p1	360.683813
lanternFish__Unknown__TRINITY_DN576_c0_g1_i3.p1	360.683813
lanternFish__Unknown__TRINITY_DN43567_c0_g1_i1.p2	14.995103
cod__Unknown__TRINITY_DN342_c1_g1_i1.p1	51.498548
cod__Unknown__TRINITY_DN10597_c0_g1_i1.p1	14.289941
cod__Unknown__TRINITY_DN10597_c0_g1_i1.p1	14.289941
cod__Unknown__TRINITY_DN27103_c0_g1_i1.p1	7.139587
cod__Unknown__TRINITY_DN27103_c0_g1_i1.p1	7.139587
cod__Unknown__TRINITY_DN5224_c1_g1_i1.p1	11.985567
cod__Unknown__TRINITY_DN5224_c1_g1_i1.p1	11.985567
cod__Unknown__TRINITY_DN5496_c0_g2_i1.p1	16.556789
cod__Unknown__TRINITY_DN5496_c0_g2_i1.p1	16.556789
cod__Unknown__TRINITY_DN64478_c0_g1_i1.p1	59.727433
cod__Unknown__TRINITY_DN64478_c0_g1_i1.p1	59.727433
cod__Unknown__TRINITY_DN7360_c0_g1_i2.p1	6.61633
cod__Unknown__TRINITY_DN7360_c0_g1_i2.p1	6.61633
cod__Unknown__TRINITY_DN528_c1_g1_i1.p1	317.389532
cod__Unknown__TRINITY_DN88_c1_g1_i2.p1	131.702749
cod__Unknown__TRINITY_DN200_c1_g1_i3.p1	9.430818
tuna__Unknown__TRINITY_DN1124_c0_g1_i2.p1	17.331323
tuna__Unknown__TRINITY_DN1124_c0_g1_i2.p1	17.331323
tuna__Unknown__TRINITY_DN14777_c0_g1_i1.p1	17.120525
tuna__Unknown__TRINITY_DN14777_c0_g1_i1.p1	17.120525
tuna__Unknown__TRINITY_DN177_c1_g1_i16.p1	24.994693
tuna__Unknown__TRINITY_DN177_c1_g1_i16.p1	24.994693
tuna__Unknown__TRINITY_DN2224_c0_g1_i1.p1	131.297805
tuna__Unknown__TRINITY_DN2224_c0_g1_i1.p1	131.297805
tuna__Unknown__TRINITY_DN31878_c0_g1_i1.p1	8.451639
tuna__Unknown__TRINITY_DN31878_c0_g1_i1.p1	8.451639
tuna__Unknown__TRINITY_DN45236_c0_g1_i1.p1	6.594301
tuna__Unknown__TRINITY_DN45236_c0_g1_i1.p1	6.594301
tuna__Unknown__TRINITY_DN10768_c0_g1_i1.p1	15.815307
tuna__Unknown__TRINITY_DN4544_c0_g1_i1.p1	23.448159
tuna__Unknown__TRINITY_DN2230_c0_g3_i1.p1	12.852703
tuna__Unknown__TRINITY_DN33611_c0_g1_i1.p1	6.594301
tuna__Unknown__TRINITY_DN3893_c0_g1_i1.p1	6.884602
tuna__Unknown__TRINITY_DN53792_c0_g1_i1.p1	8.835396
cichlid__Unknown__TRINITY_DN4460_c0_g1_i1.p1	531.568877
cichlid__Unknown__TRINITY_DN4460_c0_g1_i1.p1	531.568877
cichlid__Unknown__TRINITY_DN7215_c0_g1_i1.p1	192.453396
cichlid__Unknown__TRINITY_DN7215_c0_g1_i1.p1	192.453396
cichlid__Unknown__TRINITY_DN5108_c0_g1_i1.p1	24.005446
cichlid__Unknown__TRINITY_DN5108_c0_g1_i1.p1	24.005446
cichlid__Unknown__TRINITY_DN5108_c0_g1_i1.p1	24.005446
cichlid__Unknown__TRINITY_DN10095_c0_g1_i1.p1	7.918646
cichlid__Unknown__TRINITY_DN51_c1_g1_i1.p1	20.022289
cichlid__Unknown__TRINITY_DN43933_c0_g1_i1.p1	8.07648
cichlid__Unknown__TRINITY_DN48907_c0_g1_i1.p1	31.613603
cichlid__Unknown__TRINITY_DN244_c0_g1_i1.p1	42.444287
yellowPeacockFish__Unknown__TRINITY_DN36704_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN36704_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN4424_c0_g2_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN4424_c0_g2_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN64_c1_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN64_c1_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN78927_c0_g1_i2.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN78927_c0_g1_i2.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN10960_c0_g1_i5.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN10960_c0_g2_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN12787_c0_g1_i2.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN12787_c0_g1_i2.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN68774_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN68774_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN38441_c0_g1_i2.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN6718_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN11970_c0_g1_i2.p5	1.0
yellowPeacockFish__Unknown__TRINITY_DN17161_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN94104_c0_g1_i1.p2	1.0
yellowPeacockFish__Unknown__TRINITY_DN83637_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN4395_c0_g1_i2.p2	1.0
yellowPeacockFish__Unknown__TRINITY_DN97312_c0_g1_i1.p1	1.0
yellowPeacockFish__Unknown__TRINITY_DN1945_c0_g1_i2.p1	1.0
triggerfish__Unknown__TRINITY_DN22357_c0_g1_i1.p1	9.834759
triggerfish__Unknown__TRINITY_DN22357_c0_g1_i1.p1	9.834759
triggerfish__Unknown__TRINITY_DN301_c0_g1_i2.p1	14.324684
triggerfish__Unknown__TRINITY_DN301_c0_g1_i2.p1	14.324684
triggerfish__Unknown__TRINITY_DN301_c0_g2_i5.p1	16.392131
triggerfish__Unknown__TRINITY_DN301_c0_g2_i5.p1	16.392131
triggerfish__Unknown__TRINITY_DN31385_c0_g1_i1.p2	6.602561
triggerfish__Unknown__TRINITY_DN31385_c0_g1_i1.p2	6.602561
triggerfish__Unknown__TRINITY_DN44952_c0_g1_i1.p1	27.806303
triggerfish__Unknown__TRINITY_DN44952_c0_g1_i1.p1	27.806303
triggerfish__Unknown__TRINITY_DN60511_c0_g1_i1.p1	33.524707
triggerfish__Unknown__TRINITY_DN60511_c0_g1_i1.p1	33.524707
triggerfish__Unknown__TRINITY_DN6165_c0_g1_i1.p1	118.993053
triggerfish__Unknown__TRINITY_DN6165_c0_g1_i1.p1	118.993053
triggerfish__Unknown__TRINITY_DN9761_c0_g1_i2.p1	11.916987
triggerfish__Unknown__TRINITY_DN9761_c0_g1_i2.p1	11.916987
triggerfish__Unknown__TRINITY_DN8554_c0_g1_i2.p1	10.7817
giltheadBream__Unknown__TRINITY_DN2142_c0_g1_i2.p1	8.009949
giltheadBream__Unknown__TRINITY_DN2142_c0_g1_i2.p1	8.009949
giltheadBream__Unknown__TRINITY_DN36726_c0_g1_i1.p1	12.647535
giltheadBream__Unknown__TRINITY_DN36726_c0_g1_i1.p1	12.647535
giltheadBream__Unknown__TRINITY_DN4044_c0_g1_i2.p1	12.502417
giltheadBream__Unknown__TRINITY_DN4044_c0_g1_i2.p1	12.502417
giltheadBream__Unknown__TRINITY_DN47457_c0_g1_i1.p1	3.255581
giltheadBream__Unknown__TRINITY_DN47457_c0_g1_i1.p1	3.255581
giltheadBream__Unknown__TRINITY_DN955_c0_g1_i1.p1	96.221451
giltheadBream__Unknown__TRINITY_DN955_c0_g1_i1.p1	96.221451
giltheadBream__Unknown__TRINITY_DN989_c1_g2_i7.p1	125.206678
giltheadBream__Unknown__TRINITY_DN989_c1_g2_i7.p1	125.206678
giltheadBream__Unknown__TRINITY_DN35955_c0_g1_i1.p1	6.368216
giltheadBream__Unknown__TRINITY_DN9304_c2_g2_i1.p1	6.005848
giltheadBream__Unknown__TRINITY_DN3014_c0_g2_i1.p1	16.199268
bluegill__Unknown__TRINITY_DN10979_c0_g1_i6.p1	2.304629
bluegill__Unknown__TRINITY_DN271_c0_g1_i4.p1	13.219308
bluegill__Unknown__TRINITY_DN16904_c1_g1_i2.p1	2.852692
bluegill__Unknown__TRINITY_DN1735_c0_g1_i11.p1	3.320287
bluegill__Unknown__TRINITY_DN1735_c0_g1_i11.p1	3.320287
bluegill__Unknown__TRINITY_DN2248_c1_g1_i4.p1	11.998661
bluegill__Unknown__TRINITY_DN2248_c1_g1_i4.p1	11.998661
bluegill__Unknown__TRINITY_DN3176_c1_g1_i2.p1	4.986539
bluegill__Unknown__TRINITY_DN19799_c1_g1_i1.p1	3.125824
bluegill__Unknown__TRINITY_DN2316_c1_g2_i1.p1	303.453657
bluegill__Unknown__TRINITY_DN1490_c1_g1_i5.p1	250.532988
bluegill__Unknown__TRINITY_DN2873_c0_g3_i1.p1	4.446965
bluegill__Unknown__TRINITY_DN114_c13_g1_i13.p1	14.525922
bluegill__Unknown__TRINITY_DN1031_c1_g1_i8.p1	10.094051
bluegill__Unknown__TRINITY_DN16904_c1_g4_i3.p1	3.934205
bluegill__Unknown__TRINITY_DN145182_c0_g1_i1.p1	8.775828
bluegill__Unknown__TRINITY_DN9939_c0_g5_i1.p1	4.177631
bluegill__Unknown__TRINITY_DN9939_c0_g1_i1.p2	1.646768
chineseSalamander__Unknown__TRINITY_DN45281_c0_g1_i1.p1	2.231383
chineseSalamander__Unknown__TRINITY_DN98594_c0_g1_i1.p2	4.499913
chineseSalamander__Unknown__TRINITY_DN13272_c0_g1_i1.p1	2.151463
chineseSalamander__Unknown__TRINITY_DN56040_c0_g1_i2.p1	2.595681
chineseSalamander__Unknown__TRINITY_DN94097_c0_g1_i1.p2	1.13387
chineseSalamander__Unknown__TRINITY_DN94097_c0_g1_i1.p2	1.13387
chineseSalamander__Unknown__TRINITY_DN30536_c0_g1_i2.p1	17.413431
chineseSalamander__Unknown__TRINITY_DN5327_c0_g2_i1.p3	4.835482
chineseSalamander__Unknown__TRINITY_DN7869_c2_g1_i1.p1	2.081759
chineseSalamander__Unknown__TRINITY_DN10725_c1_g1_i4.p1	3.160204
chineseSalamander__Unknown__TRINITY_DN10725_c1_g1_i4.p1	3.160204
chineseSalamander__Unknown__TRINITY_DN10725_c1_g1_i4.p1	3.160204
chineseSalamander__Unknown__TRINITY_DN1080_c0_g1_i1.p1	2.682011
chineseSalamander__Unknown__TRINITY_DN1080_c0_g1_i1.p1	2.682011
chineseSalamander__Unknown__TRINITY_DN15256_c0_g3_i1.p1	3.73625
redSalamander__Unknown__TRINITY_DN22393_c0_g1_i1.p1	3.144985
redSalamander__Unknown__TRINITY_DN3785_c6_g1_i3.p1	1.617225
redSalamander__Unknown__TRINITY_DN12403_c0_g1_i2.p2	6.938406
redSalamander__Unknown__TRINITY_DN26937_c0_g1_i1.p1	7.428624
redSalamander__Unknown__TRINITY_DN278064_c0_g1_i1.p1	3.490021
redSalamander__Unknown__TRINITY_DN238021_c0_g1_i1.p1	1.844241
redSalamander__Unknown__TRINITY_DN238021_c0_g1_i1.p1	1.844241
redSalamander__Unknown__TRINITY_DN271388_c0_g1_i1.p1	1.0612
redSalamander__Unknown__TRINITY_DN271388_c0_g1_i1.p1	1.0612
redSalamander__Unknown__TRINITY_DN19329_c0_g1_i1.p1	1.391596
redSalamander__Unknown__TRINITY_DN2759_c0_g2_i1.p1	8.162979
redSalamander__Unknown__TRINITY_DN1457_c1_g1_i8.p1	55.605601
redSalamander__Unknown__TRINITY_DN1457_c1_g1_i8.p1	55.605601
redSalamander__Unknown__TRINITY_DN244441_c0_g1_i1.p2	2.054411
redSalamander__Unknown__TRINITY_DN244441_c0_g1_i1.p2	2.054411
redSalamander__Unknown__TRINITY_DN25928_c1_g1_i1.p2	1.206461
redSalamander__Unknown__TRINITY_DN25928_c1_g1_i1.p2	1.206461
redSalamander__Unknown__TRINITY_DN195585_c0_g1_i1.p1	1.485316
redSalamander__Unknown__TRINITY_DN3202_c1_g1_i9.p1	16.114561
westernFrog__Unknown__TRINITY_DN5068_c0_g1_i1.p1	17.588805
westernFrog__Unknown__TRINITY_DN144466_c0_g1_i1.p2	2.692274
westernFrog__Unknown__TRINITY_DN3796_c0_g1_i25.p1	3.033765
westernFrog__Unknown__TRINITY_DN5471_c0_g1_i11.p1	6.768547
westernFrog__Unknown__TRINITY_DN187980_c0_g1_i1.p1	2.064549
westernFrog__Unknown__TRINITY_DN187980_c0_g1_i1.p1	2.064549
westernFrog__Unknown__TRINITY_DN500_c0_g1_i16.p1	4.056258
westernFrog__Unknown__TRINITY_DN500_c0_g1_i16.p1	4.056258
westernFrog__Unknown__TRINITY_DN48255_c1_g1_i2.p1	4.581815
westernFrog__Unknown__TRINITY_DN25049_c0_g1_i1.p1	3.41693
westernFrog__Unknown__TRINITY_DN10263_c0_g1_i2.p1	2.336985
westernFrog__Unknown__TRINITY_DN19487_c0_g1_i4.p1	42.16447
westernFrog__Unknown__TRINITY_DN48255_c0_g1_i1.p1	13.97171
westernFrog__Unknown__TRINITY_DN4469_c1_g2_i2.p1	5.114615
westernFrog__Unknown__TRINITY_DN914_c0_g1_i24.p1	78.876228
africanFrog__Unknown__TRINITY_DN2775_c0_g1_i4.p1	1.0
africanFrog__Unknown__TRINITY_DN2775_c0_g1_i4.p1	1.0
africanFrog__Unknown__TRINITY_DN35711_c0_g1_i11.p1	1.0
africanFrog__Unknown__TRINITY_DN35711_c0_g1_i11.p1	1.0
africanFrog__Unknown__TRINITY_DN37798_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN4055_c0_g1_i9.p1	1.0
africanFrog__Unknown__TRINITY_DN14060_c0_g1_i2.p1	1.0
africanFrog__Unknown__TRINITY_DN1995_c0_g1_i8.p1	1.0
africanFrog__Unknown__TRINITY_DN40255_c0_g1_i2.p1	1.0
africanFrog__Unknown__TRINITY_DN4799_c0_g1_i4.p1	1.0
africanFrog__Unknown__TRINITY_DN34057_c0_g1_i12.p1	1.0
africanFrog__Unknown__TRINITY_DN74455_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN6850_c0_g1_i4.p1	1.0
africanFrog__Unknown__TRINITY_DN102541_c0_g1_i1.p2	1.0
africanFrog__Unknown__TRINITY_DN113225_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN114898_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN115967_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN1161_c1_g1_i36.p1	1.0
africanFrog__Unknown__TRINITY_DN128176_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN134965_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN138327_c0_g1_i1.p1	1.0
africanFrog__Unknown__TRINITY_DN14604_c0_g1_i7.p1	1.0
africanFrog__Unknown__TRINITY_DN1648_c0_g1_i9.p1	1.0
africanFrog__Unknown__TRINITY_DN18492_c0_g1_i5.p1	1.0
africanFrog__Unknown__TRINITY_DN51215_c0_g1_i4.p1	1.0
africanFrog__Unknown__TRINITY_DN5940_c0_g1_i8.p1	1.0
africanFrog__Unknown__TRINITY_DN621_c0_g1_i6.p1	1.0
africanFrog__Unknown__TRINITY_DN96710_c0_g1_i1.p1	1.0
tokayGecko__Unknown__TRINITY_DN4063_c0_g1_i8.p1	17.034388
tokayGecko__Unknown__TRINITY_DN4063_c0_g1_i8.p1	17.034388
tokayGecko__Unknown__TRINITY_DN957_c5_g1_i3.p1	51.467728
tokayGecko__Unknown__TRINITY_DN957_c5_g1_i3.p1	51.467728
tokayGecko__Unknown__TRINITY_DN2269_c8_g1_i1.p4	7.652882
tokayGecko__Unknown__TRINITY_DN2269_c8_g1_i1.p4	7.652882
tokayGecko__Unknown__TRINITY_DN957_c7_g1_i1.p3	16.857996
tokayGecko__Unknown__TRINITY_DN957_c7_g1_i1.p3	16.857996
tokayGecko__Unknown__TRINITY_DN4607_c0_g1_i9.p1	5.003621
tokayGecko__Unknown__TRINITY_DN18467_c1_g5_i1.p1	6.142689
tokayGecko__Unknown__TRINITY_DN18467_c1_g5_i1.p1	6.142689
tokayGecko__Unknown__TRINITY_DN1916_c0_g1_i7.p1	12.389972
tokayGecko__Unknown__TRINITY_DN1916_c0_g1_i7.p1	12.389972
tokayGecko__Unknown__TRINITY_DN412_c1_g1_i1.p2	2.82103
tokayGecko__Unknown__TRINITY_DN412_c1_g1_i1.p2	2.82103
tokayGecko__Unknown__TRINITY_DN307_c4_g1_i1.p2	8.394985
tokayGecko__Unknown__TRINITY_DN2203_c0_g1_i2.p5	1.291186
tokayGecko__Unknown__TRINITY_DN2687_c0_g1_i2.p1	4.344926
tokayGecko__Unknown__TRINITY_DN6989_c0_g1_i1.p1	5.68065
tokayGecko__Unknown__TRINITY_DN1067_c0_g1_i2.p1	19.160685
tawnyDragon__Unknown__TRINITY_DN27998_c0_g1_i2.p1	64.798652
tawnyDragon__Unknown__TRINITY_DN27998_c0_g1_i2.p1	64.798652
tawnyDragon__Unknown__TRINITY_DN2840_c0_g1_i9.p2	15.815641
tawnyDragon__Unknown__TRINITY_DN2840_c0_g1_i9.p2	15.815641
tawnyDragon__Unknown__TRINITY_DN322_c0_g1_i9.p1	28.76529
tawnyDragon__Unknown__TRINITY_DN322_c0_g1_i9.p1	28.76529
tawnyDragon__Unknown__TRINITY_DN29177_c0_g1_i6.p1	1.671835
tawnyDragon__Unknown__TRINITY_DN29177_c0_g1_i6.p1	1.671835
tawnyDragon__Unknown__TRINITY_DN29177_c0_g1_i6.p1	1.671835
tawnyDragon__Unknown__TRINITY_DN5115_c0_g1_i4.p1	2.266019
tawnyDragon__Unknown__TRINITY_DN1840_c1_g1_i1.p1	9.301055
tawnyDragon__Unknown__TRINITY_DN1040_c26_g1_i1.p2	2.104414
tawnyDragon__Unknown__TRINITY_DN121779_c0_g1_i1.p2	1.641869
tawnyDragon__Unknown__TRINITY_DN7913_c3_g1_i1.p3	1.916461
tawnyDragon__Unknown__TRINITY_DN9032_c0_g1_i1.p1	18.655136
tawnyDragon__Unknown__TRINITY_DN8715_c0_g1_i33.p1	3.028695
tawnyDragon__Unknown__TRINITY_DN174348_c0_g1_i1.p1	1.056147
greenAnole__Unknown__TRINITY_DN133_c2_g1_i2.p2	23.597449
greenAnole__Unknown__TRINITY_DN133_c2_g1_i2.p2	23.597449
greenAnole__Unknown__TRINITY_DN615_c1_g1_i2.p1	19.067161
greenAnole__Unknown__TRINITY_DN615_c1_g1_i2.p1	19.067161
greenAnole__Unknown__TRINITY_DN3426_c0_g4_i2.p1	8.885963
greenAnole__Unknown__TRINITY_DN5789_c0_g1_i1.p2	7.800506
greenAnole__Unknown__TRINITY_DN17345_c0_g1_i1.p2	1.300152
greenAnole__Unknown__TRINITY_DN2134_c5_g1_i1.p2	4.17169
greenAnole__Unknown__TRINITY_DN3642_c0_g1_i1.p2	2.213879
greenAnole__Unknown__TRINITY_DN5970_c0_g1_i2.p1	9.031725
greenAnole__Unknown__TRINITY_DN6663_c0_g1_i1.p1	3.838703
greenAnole__Unknown__TRINITY_DN6610_c2_g1_i3.p1	1.477286
cobra__Unknown__TRINITY_DN34587_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN34587_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN41511_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN41511_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN10102_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN10102_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN10102_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN1222_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN1222_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN1222_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN14625_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN14625_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN14625_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN16510_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN16510_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN16510_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN20477_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN20477_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN20477_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN26263_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN26263_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN26263_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN3279_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN3279_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN3279_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN37992_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN37992_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN37992_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN56618_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN56618_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN56618_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN55440_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN21661_c0_g1_i1.p2	1.0
cobra__Unknown__TRINITY_DN44411_c0_g1_i1.p1	1.0
cobra__Unknown__TRINITY_DN26967_c0_g1_i1.p1	1.0
garterSnake__Unknown__TRINITY_DN588_c0_g1_i15.p1	19.792575
garterSnake__Unknown__TRINITY_DN588_c0_g1_i15.p1	19.792575
garterSnake__Unknown__TRINITY_DN588_c0_g3_i3.p1	40.591248
garterSnake__Unknown__TRINITY_DN588_c0_g3_i3.p1	40.591248
garterSnake__Unknown__TRINITY_DN40720_c0_g1_i1.p1	2.517903
garterSnake__Unknown__TRINITY_DN5126_c0_g1_i9.p1	2.038423
