ProteinID	TPM_max
eurasianScopsOwl__Unknown__TRINITY_DN879_c2_g1_i2.p1	7.702706
indianScopsOwl__Unknown__TRINITY_DN984_c0_g1_i1.p2	5.977599
indianScopsOwl__Unknown__TRINITY_DN2608_c3_g1_i2.p1	7.646539
indianScopsOwl__Unknown__TRINITY_DN984_c0_g3_i6.p1	5.806083
indianScopsOwl__Unknown__TRINITY_DN984_c0_g4_i2.p1	12.406669
indianScopsOwl__Unknown__TRINITY_DN697_c0_g1_i2.p3	24.079425
indianScopsOwl__Unknown__TRINITY_DN2608_c0_g1_i3.p1	10.495612
indianScopsOwl__Unknown__TRINITY_DN1435_c0_g2_i4.p1	25.319202
indianScopsOwl__Unknown__TRINITY_DN1435_c0_g2_i4.p1	25.319202
indianScopsOwl__Unknown__TRINITY_DN3192_c0_g1_i1.p1	6.346487
indianScopsOwl__Unknown__TRINITY_DN6268_c1_g2_i1.p2	6.97384
indianScopsOwl__Unknown__TRINITY_DN28499_c0_g1_i2.p1	4.168825
indianScopsOwl__Unknown__TRINITY_DN28499_c0_g1_i2.p1	4.168825
indianScopsOwl__Unknown__TRINITY_DN28499_c0_g1_i2.p1	4.168825
shortearOwl__Unknown__TRINITY_DN135819_c0_g1_i3.p2	355.64664
shortearOwl__Unknown__TRINITY_DN135819_c0_g1_i3.p2	355.64664
shortearOwl__Unknown__TRINITY_DN181_c2_g1_i1.p2	25.905441
shortearOwl__Unknown__TRINITY_DN181_c2_g1_i1.p2	25.905441
shortearOwl__Unknown__TRINITY_DN3653_c0_g1_i10.p1	7.192247
shortearOwl__Unknown__TRINITY_DN3653_c0_g1_i10.p1	7.192247
shortearOwl__Unknown__TRINITY_DN5106_c0_g1_i2.p1	3.941828
shortearOwl__Unknown__TRINITY_DN5106_c0_g1_i2.p1	3.941828
shortearOwl__Unknown__TRINITY_DN5106_c1_g2_i1.p1	53.926598
shortearOwl__Unknown__TRINITY_DN5106_c1_g2_i1.p1	53.926598
shortearOwl__Unknown__TRINITY_DN5484_c0_g1_i4.p1	22.100359
shortearOwl__Unknown__TRINITY_DN5484_c0_g1_i4.p1	22.100359
shortearOwl__Unknown__TRINITY_DN7041_c3_g1_i18.p1	17.057372
shortearOwl__Unknown__TRINITY_DN7041_c3_g1_i18.p1	17.057372
shortearOwl__Unknown__TRINITY_DN10907_c0_g2_i1.p1	8.81532
shortearOwl__Unknown__TRINITY_DN10907_c0_g2_i1.p1	8.81532
shortearOwl__Unknown__TRINITY_DN181_c0_g1_i1.p3	2.14091
shortearOwl__Unknown__TRINITY_DN181_c0_g1_i1.p3	2.14091
shortearOwl__Unknown__TRINITY_DN181_c0_g1_i1.p3	2.14091
shortearOwl__Unknown__TRINITY_DN660_c0_g1_i25.p2	5.547615
shortearOwl__Unknown__TRINITY_DN26776_c0_g1_i1.p1	3.721733
shortearOwl__Unknown__TRINITY_DN8216_c0_g1_i2.p2	609.486933
shortearOwl__Unknown__TRINITY_DN10907_c0_g1_i2.p2	14.103839
shortearOwl__Unknown__TRINITY_DN186447_c0_g1_i1.p1	4.510018
longearOwl__Unknown__TRINITY_DN4268_c0_g1_i2.p3	1.263511
longearOwl__Unknown__TRINITY_DN4268_c0_g3_i2.p1	19.315682
longearOwl__Unknown__TRINITY_DN1510_c3_g1_i6.p2	73.383699
longearOwl__Unknown__TRINITY_DN2823_c0_g2_i2.p1	17.474611
longearOwl__Unknown__TRINITY_DN46_c3_g1_i3.p1	77.047193
longearOwl__Unknown__TRINITY_DN46_c3_g1_i3.p1	77.047193
longearOwl__Unknown__TRINITY_DN1510_c3_g2_i1.p2	6.697066
longearOwl__Unknown__TRINITY_DN5209_c0_g2_i1.p2	11.02626
longearOwl__Unknown__TRINITY_DN2823_c1_g1_i1.p1	9.13563
longearOwl__Unknown__TRINITY_DN5209_c0_g3_i2.p2	5.624205
longearOwl__Unknown__TRINITY_DN6072_c0_g1_i1.p1	5.447151
longearOwl__Unknown__TRINITY_DN1034_c0_g1_i1.p1	7.912012
longearOwl__Unknown__TRINITY_DN1034_c0_g1_i1.p1	7.912012
longearOwl__Unknown__TRINITY_DN1034_c0_g1_i1.p1	7.912012
longearOwl__Unknown__TRINITY_DN15173_c1_g1_i5.p1	19.488065
screechOwl__Unknown__TRINITY_DN35490_c0_g1_i1.p1	10.467181
screechOwl__Unknown__TRINITY_DN35490_c0_g1_i1.p1	10.467181
screechOwl__Unknown__TRINITY_DN740_c0_g2_i6.p1	64.458772
screechOwl__Unknown__TRINITY_DN740_c0_g2_i6.p1	64.458772
screechOwl__Unknown__TRINITY_DN15052_c0_g2_i1.p1	6.351164
screechOwl__Unknown__TRINITY_DN15052_c0_g2_i1.p1	6.351164
screechOwl__Unknown__TRINITY_DN11427_c1_g2_i1.p1	2.202318
screechOwl__Unknown__TRINITY_DN11427_c1_g2_i1.p1	2.202318
screechOwl__Unknown__TRINITY_DN11427_c1_g2_i1.p1	2.202318
screechOwl__Unknown__TRINITY_DN3374_c0_g2_i1.p2	12.380765
screechOwl__Unknown__TRINITY_DN15528_c0_g1_i1.p1	1.079436
screechOwl__Unknown__TRINITY_DN6815_c1_g1_i1.p2	9.775787
screechOwl__Unknown__TRINITY_DN3374_c0_g1_i4.p1	9.133177
screechOwl__Unknown__TRINITY_DN7326_c0_g1_i3.p1	7.991131
screechOwl__Unknown__TRINITY_DN15052_c0_g1_i4.p2	8.714903
barredOwl__Unknown__TRINITY_DN27630_c0_g1_i5.p2	2.552492
barredOwl__Unknown__TRINITY_DN27630_c0_g1_i5.p2	2.552492
barredOwl__Unknown__TRINITY_DN4571_c1_g1_i2.p1	1.414404
barredOwl__Unknown__TRINITY_DN4571_c1_g1_i2.p1	1.414404
barredOwl__Unknown__TRINITY_DN5402_c0_g1_i5.p2	62.478105
barredOwl__Unknown__TRINITY_DN5042_c0_g1_i1.p1	7.217998
barredOwl__Unknown__TRINITY_DN10510_c0_g1_i4.p1	6.610272
barredOwl__Unknown__TRINITY_DN4621_c1_g1_i7.p1	38.461725
barredOwl__Unknown__TRINITY_DN4621_c1_g1_i7.p1	38.461725
barredOwl__Unknown__TRINITY_DN10510_c0_g3_i1.p1	7.259999
barredOwl__Unknown__TRINITY_DN31196_c0_g1_i3.p1	1.561314
barredOwl__Unknown__TRINITY_DN31196_c0_g1_i3.p1	1.561314
barredOwl__Unknown__TRINITY_DN5256_c0_g1_i6.p4	10.313533
barredOwl__Unknown__TRINITY_DN5256_c0_g1_i6.p4	10.313533
barredOwl__Unknown__TRINITY_DN645_c0_g1_i37.p2	14.959419
barredOwl__Unknown__TRINITY_DN645_c0_g1_i37.p2	14.959419
barredOwl__Unknown__TRINITY_DN8093_c0_g1_i3.p1	3.205208
barredOwl__Unknown__TRINITY_DN8093_c0_g2_i2.p1	3.205208
barredOwl__Unknown__TRINITY_DN310134_c0_g1_i1.p1	2.370309
barredOwl__Unknown__TRINITY_DN5402_c0_g3_i1.p1	5.943659
tawnyOwl__Unknown__TRINITY_DN2720_c0_g1_i5.p1	11.283608
tawnyOwl__Unknown__TRINITY_DN2720_c0_g1_i5.p1	11.283608
tawnyOwl__Unknown__TRINITY_DN2720_c0_g2_i1.p3	149.254062
tawnyOwl__Unknown__TRINITY_DN2720_c0_g2_i1.p3	149.254062
tawnyOwl__Unknown__TRINITY_DN774_c0_g1_i1.p4	458.380614
tawnyOwl__Unknown__TRINITY_DN774_c0_g1_i1.p4	458.380614
tawnyOwl__Unknown__TRINITY_DN14114_c0_g1_i1.p2	6.149906
tawnyOwl__Unknown__TRINITY_DN14114_c0_g1_i1.p2	6.149906
tawnyOwl__Unknown__TRINITY_DN185_c0_g1_i2.p2	48.841222
tawnyOwl__Unknown__TRINITY_DN185_c0_g1_i2.p2	48.841222
tawnyOwl__Unknown__TRINITY_DN3158_c0_g1_i9.p1	11.351049
tawnyOwl__Unknown__TRINITY_DN3158_c0_g1_i9.p1	11.351049
tawnyOwl__Unknown__TRINITY_DN5674_c0_g2_i1.p1	5.550199
tawnyOwl__Unknown__TRINITY_DN13035_c0_g1_i1.p2	10.853857
tawnyOwl__Unknown__TRINITY_DN92_c1_g1_i1.p2	323.024865
tawnyOwl__Unknown__TRINITY_DN18693_c0_g1_i1.p1	8.130727
tawnyOwl__Unknown__TRINITY_DN5674_c0_g1_i1.p1	4.734397
eagleOwl__Unknown__TRINITY_DN296_c1_g2_i8.p1	70.109603
eagleOwl__Unknown__TRINITY_DN296_c1_g2_i8.p1	70.109603
eagleOwl__Unknown__TRINITY_DN296_c1_g3_i6.p1	257.415346
eagleOwl__Unknown__TRINITY_DN296_c1_g3_i6.p1	257.415346
eagleOwl__Unknown__TRINITY_DN37_c0_g1_i25.p4	50.380889
eagleOwl__Unknown__TRINITY_DN37_c0_g1_i25.p4	50.380889
eagleOwl__Unknown__TRINITY_DN16114_c0_g1_i3.p1	3.819802
eagleOwl__Unknown__TRINITY_DN1503_c0_g2_i1.p1	2.453681
eagleOwl__Unknown__TRINITY_DN1503_c0_g4_i3.p3	3.999299
eagleOwl__Unknown__TRINITY_DN5775_c4_g1_i1.p1	7.558071
eagleOwl__Unknown__TRINITY_DN1503_c0_g3_i8.p2	95.114936
eagleOwl__Unknown__TRINITY_DN2538_c0_g1_i1.p2	21.78257
eagleOwl__Unknown__TRINITY_DN16114_c0_g2_i4.p1	5.380194
hornedOwl__Unknown__TRINITY_DN3969_c0_g1_i1.p2	11.130081
hornedOwl__Unknown__TRINITY_DN6225_c1_g1_i7.p1	8.600993
hornedOwl__Unknown__TRINITY_DN6225_c0_g1_i1.p2	5.972714
hornedOwl__Unknown__TRINITY_DN1551_c1_g1_i4.p1	6.607919
hornedOwl__Unknown__TRINITY_DN1551_c1_g1_i4.p1	6.607919
hornedOwl__Unknown__TRINITY_DN6111_c0_g2_i1.p2	4.236722
hornedOwl__Unknown__TRINITY_DN1551_c1_g2_i1.p1	50.857354
hornedOwl__Unknown__TRINITY_DN1551_c1_g2_i1.p1	50.857354
hornedOwl__Unknown__TRINITY_DN1551_c1_g2_i1.p1	50.857354
hornedOwl__Unknown__TRINITY_DN9572_c0_g1_i1.p1	1.787012
hornedOwl__Unknown__TRINITY_DN76_c0_g2_i1.p3	54.545302
hornedOwl__Unknown__TRINITY_DN76_c0_g2_i1.p3	54.545302
hoopoe__Unknown__TRINITY_DN3516_c0_g1_i15.p1	69.644002
hoopoe__Unknown__TRINITY_DN3516_c0_g1_i15.p1	69.644002
hoopoe__Unknown__TRINITY_DN544_c4_g1_i1.p1	258.808761
hoopoe__Unknown__TRINITY_DN544_c4_g1_i1.p1	258.808761
hoopoe__Unknown__TRINITY_DN6292_c1_g1_i1.p3	247.595265
hoopoe__Unknown__TRINITY_DN6292_c1_g1_i1.p3	247.595265
hoopoe__Unknown__TRINITY_DN690_c1_g1_i7.p2	27.840389
hoopoe__Unknown__TRINITY_DN690_c1_g1_i7.p2	27.840389
hoopoe__Unknown__TRINITY_DN3516_c2_g1_i7.p1	5.563564
hoopoe__Unknown__TRINITY_DN3516_c2_g1_i7.p1	5.563564
hoopoe__Unknown__TRINITY_DN3516_c2_g1_i7.p1	5.563564
hoopoe__Unknown__TRINITY_DN755_c0_g1_i71.p2	1.091289
hoopoe__Unknown__TRINITY_DN3174_c1_g1_i1.p2	7.200926
hoopoe__Unknown__TRINITY_DN10526_c6_g1_i1.p1	7.442238
hoopoe__Unknown__TRINITY_DN755_c0_g2_i1.p2	12.17343
hoopoe__Unknown__TRINITY_DN11735_c0_g1_i1.p2	212.818217
hoopoe__Unknown__TRINITY_DN3185_c0_g3_i1.p1	41.650417
hoopoe__Unknown__TRINITY_DN1239_c0_g1_i5.p1	4.268808
woodpecker__Unknown__TRINITY_DN2795_c1_g1_i1.p1	34.717756
woodpecker__Unknown__TRINITY_DN1751_c0_g1_i3.p1	8.015718
woodpecker__Unknown__TRINITY_DN3984_c0_g1_i1.p2	33.774469
woodpecker__Unknown__TRINITY_DN175_c5_g1_i2.p1	154.258492
woodpecker__Unknown__TRINITY_DN175_c5_g1_i2.p1	154.258492
woodpecker__Unknown__TRINITY_DN235_c9_g1_i1.p1	13.547531
woodpecker__Unknown__TRINITY_DN3194_c0_g1_i1.p2	8.191358
woodpecker__Unknown__TRINITY_DN6025_c1_g1_i1.p1	10.954416
woodpecker__Unknown__TRINITY_DN1110_c11_g1_i1.p1	16.852606
woodpecker__Unknown__TRINITY_DN3861_c1_g3_i1.p2	8.401107
woodpecker__Unknown__TRINITY_DN3851_c0_g1_i4.p1	5.705995
woodpecker__Unknown__TRINITY_DN3851_c0_g1_i4.p1	5.705995
woodpecker__Unknown__TRINITY_DN3851_c0_g1_i4.p1	5.705995
woodpecker__Unknown__TRINITY_DN3851_c0_g3_i2.p2	162.763609
budgerigar__Unknown__TRINITY_DN1982_c0_g2_i5.p1	13.287548
budgerigar__Unknown__TRINITY_DN6568_c0_g1_i3.p4	22.723079
budgerigar__Unknown__TRINITY_DN2964_c1_g1_i3.p1	2.072202
budgerigar__Unknown__TRINITY_DN2464_c0_g1_i4.p1	64.604215
budgerigar__Unknown__TRINITY_DN2464_c0_g1_i4.p1	64.604215
budgerigar__Unknown__TRINITY_DN1982_c0_g3_i1.p1	6.809183
budgerigar__Unknown__TRINITY_DN2964_c0_g1_i2.p1	4.663377
budgerigar__Unknown__TRINITY_DN5162_c0_g1_i2.p1	3.173524
budgerigar__Unknown__TRINITY_DN8103_c4_g1_i1.p1	2.120969
budgerigar__Unknown__TRINITY_DN45182_c1_g1_i1.p1	1.762509
budgerigar__Unknown__TRINITY_DN45182_c1_g1_i1.p1	1.762509
budgerigar__Unknown__TRINITY_DN45182_c1_g1_i1.p1	1.762509
commonKestrel__Unknown__TRINITY_DN680_c0_g1_i5.p1	145.804892
commonKestrel__Unknown__TRINITY_DN680_c0_g1_i5.p1	145.804892
commonKestrel__Unknown__TRINITY_DN4675_c0_g1_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN4675_c0_g1_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN4675_c0_g1_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN4675_c0_g3_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN4675_c0_g3_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN4675_c0_g3_i2.p1	1.728779
commonKestrel__Unknown__TRINITY_DN7385_c0_g1_i3.p1	1.716969
commonKestrel__Unknown__TRINITY_DN7385_c0_g1_i3.p1	1.716969
commonKestrel__Unknown__TRINITY_DN7385_c0_g1_i3.p1	1.716969
commonKestrel__Unknown__TRINITY_DN4236_c1_g1_i1.p2	14.743411
commonKestrel__Unknown__TRINITY_DN3104_c0_g3_i1.p1	6.4043
commonKestrel__Unknown__TRINITY_DN3161_c0_g1_i1.p1	6.521611
commonKestrel__Unknown__TRINITY_DN3161_c0_g2_i1.p2	11.374383
commonKestrel__Unknown__TRINITY_DN3161_c1_g2_i1.p1	6.142053
commonKestrel__Unknown__TRINITY_DN3772_c0_g1_i2.p4	15.192196
commonKestrel__Unknown__TRINITY_DN30535_c0_g1_i2.p1	6.823734
eurasianHobby__Unknown__TRINITY_DN4604_c0_g2_i8.p2	33.377191
eurasianHobby__Unknown__TRINITY_DN4604_c0_g2_i8.p2	33.377191
eurasianHobby__Unknown__TRINITY_DN472_c1_g1_i1.p1	146.626048
eurasianHobby__Unknown__TRINITY_DN472_c1_g1_i1.p1	146.626048
eurasianHobby__Unknown__TRINITY_DN3632_c3_g1_i1.p1	4.101418
eurasianHobby__Unknown__TRINITY_DN3632_c3_g1_i1.p1	4.101418
eurasianHobby__Unknown__TRINITY_DN3632_c3_g1_i1.p1	4.101418
eurasianHobby__Unknown__TRINITY_DN9387_c1_g1_i3.p1	1.924638
eurasianHobby__Unknown__TRINITY_DN9387_c1_g1_i3.p1	1.924638
eurasianHobby__Unknown__TRINITY_DN9387_c1_g1_i3.p1	1.924638
eurasianHobby__Unknown__TRINITY_DN18289_c2_g1_i1.p1	6.28819
eurasianHobby__Unknown__TRINITY_DN2652_c1_g2_i1.p1	7.128264
eurasianHobby__Unknown__TRINITY_DN2872_c5_g1_i1.p1	9.590003
eurasianHobby__Unknown__TRINITY_DN2652_c1_g1_i3.p1	90.29724
eurasianHobby__Unknown__TRINITY_DN1933_c1_g1_i4.p5	1.071247
eurasianHobby__Unknown__TRINITY_DN2360_c0_g2_i3.p1	9.463989
carrionCrow__Unknown__TRINITY_DN551_c0_g2_i1.p1	25.29915
carrionCrow__Unknown__TRINITY_DN551_c0_g1_i1.p2	338.309232
carrionCrow__Unknown__TRINITY_DN8472_c0_g1_i4.p1	15.517458
carrionCrow__Unknown__TRINITY_DN1241_c0_g1_i1.p3	33.756283
carrionCrow__Unknown__TRINITY_DN10479_c0_g1_i4.p3	4.749771
carrionCrow__Unknown__TRINITY_DN249_c1_g2_i2.p1	15.513278
carrionCrow__Unknown__TRINITY_DN249_c1_g2_i2.p1	15.513278
carrionCrow__Unknown__TRINITY_DN13513_c0_g1_i1.p1	3.085957
carrionCrow__Unknown__TRINITY_DN13513_c0_g1_i1.p1	3.085957
carrionCrow__Unknown__TRINITY_DN13513_c0_g1_i1.p1	3.085957
carrionCrow__Unknown__TRINITY_DN3225_c0_g1_i12.p3	8.09286
carrionCrow__Unknown__TRINITY_DN3225_c0_g1_i12.p3	8.09286
carrionCrow__Unknown__TRINITY_DN3225_c0_g1_i12.p3	8.09286
carrionCrow__Unknown__TRINITY_DN5972_c0_g1_i1.p2	9.425552
carrionCrow__Unknown__TRINITY_DN5972_c0_g1_i1.p2	9.425552
carrionCrow__Unknown__TRINITY_DN5972_c0_g1_i1.p2	9.425552
carrionCrow__Unknown__TRINITY_DN4005_c0_g1_i1.p1	18.100404
carrionCrow__Unknown__TRINITY_DN5324_c0_g1_i4.p2	14.03547
carrionCrow__Unknown__TRINITY_DN5647_c0_g1_i1.p3	124.414509
carrionCrow__Unknown__TRINITY_DN5647_c0_g1_i1.p3	124.414509
hoodedCrow__Unknown__TRINITY_DN1269_c0_g1_i4.p2	159.939283
hoodedCrow__Unknown__TRINITY_DN5062_c0_g1_i3.p1	14.439415
hoodedCrow__Unknown__TRINITY_DN860_c0_g1_i2.p3	20.652908
hoodedCrow__Unknown__TRINITY_DN941_c1_g1_i3.p1	8.052811
hoodedCrow__Unknown__TRINITY_DN941_c1_g1_i3.p1	8.052811
hoodedCrow__Unknown__TRINITY_DN1269_c0_g2_i1.p1	86.298064
hoodedCrow__Unknown__TRINITY_DN8811_c0_g1_i6.p4	5.858769
hoodedCrow__Unknown__TRINITY_DN6978_c0_g1_i2.p2	10.209585
hoodedCrow__Unknown__TRINITY_DN6978_c0_g1_i2.p2	10.209585
hoodedCrow__Unknown__TRINITY_DN9383_c0_g2_i2.p1	7.730283
hoodedCrow__Unknown__TRINITY_DN9383_c0_g2_i2.p1	7.730283
hoodedCrow__Unknown__TRINITY_DN149_c1_g1_i3.p2	30.056827
hoodedCrow__Unknown__TRINITY_DN8765_c1_g2_i1.p1	30.898764
hoodedCrow__Unknown__TRINITY_DN4121_c0_g1_i1.p3	175.710318
hoodedCrow__Unknown__TRINITY_DN9383_c0_g1_i7.p2	11.449361
whiteWagtail__Unknown__TRINITY_DN154_c1_g1_i5.p1	50.380985
whiteWagtail__Unknown__TRINITY_DN154_c1_g1_i5.p1	50.380985
whiteWagtail__Unknown__TRINITY_DN154_c1_g2_i1.p1	50.380985
whiteWagtail__Unknown__TRINITY_DN154_c1_g2_i1.p1	50.380985
whiteWagtail__Unknown__TRINITY_DN4836_c1_g1_i4.p1	6.542894
whiteWagtail__Unknown__TRINITY_DN4836_c1_g1_i4.p1	6.542894
whiteWagtail__Unknown__TRINITY_DN4836_c1_g1_i4.p1	6.542894
whiteWagtail__Unknown__TRINITY_DN26_c2_g1_i2.p1	8.903275
whiteWagtail__Unknown__TRINITY_DN5683_c0_g1_i4.p1	2.640668
whiteWagtail__Unknown__TRINITY_DN2744_c0_g2_i1.p1	10.77659
whiteWagtail__Unknown__TRINITY_DN2388_c0_g1_i2.p4	21.984134
whiteWagtail__Unknown__TRINITY_DN856_c1_g1_i2.p1	9.867981
canary__Unknown__TRINITY_DN1082_c0_g2_i1.p1	205.6494
canary__Unknown__TRINITY_DN1082_c0_g2_i1.p1	205.6494
canary__Unknown__TRINITY_DN15387_c0_g2_i1.p1	2.969654
canary__Unknown__TRINITY_DN15387_c0_g2_i1.p1	2.969654
canary__Unknown__TRINITY_DN15387_c0_g2_i1.p1	2.969654
canary__Unknown__TRINITY_DN5851_c0_g1_i1.p1	19.527945
canary__Unknown__TRINITY_DN5639_c0_g1_i2.p1	7.405979
canary__Unknown__TRINITY_DN5639_c0_g2_i2.p2	2.209171
canary__Unknown__TRINITY_DN821_c1_g1_i1.p1	3.359375
canary__Unknown__TRINITY_DN5639_c0_g3_i2.p2	17.528481
canary__Unknown__TRINITY_DN666_c0_g1_i1.p3	17.099682
canary__Unknown__TRINITY_DN5851_c0_g2_i1.p1	14.57672
zebrafinch__Unknown__TRINITY_DN665_c0_g1_i7.p2	11.356982
zebrafinch__Unknown__TRINITY_DN8261_c0_g1_i5.p1	2.963975
zebrafinch__Unknown__TRINITY_DN2005_c0_g2_i2.p1	7.003951
zebrafinch__Unknown__TRINITY_DN8388_c2_g1_i1.p1	111.701701
zebrafinch__Unknown__TRINITY_DN8388_c2_g1_i1.p1	111.701701
zebrafinch__Unknown__TRINITY_DN665_c0_g3_i1.p3	4.641959
zebrafinch__Unknown__TRINITY_DN1857_c0_g3_i1.p1	2.456945
zebrafinch__Unknown__TRINITY_DN665_c0_g2_i3.p3	5.290104
zebrafinch__Unknown__TRINITY_DN4465_c0_g1_i9.p5	1.884625
zebrafinch__Unknown__TRINITY_DN8388_c2_g2_i1.p2	2.903792
zebrafinch__Unknown__TRINITY_DN8388_c2_g2_i1.p2	2.903792
zebrafinch__Unknown__TRINITY_DN10782_c0_g1_i34.p1	8.653078
zebrafinch__Unknown__TRINITY_DN20395_c0_g1_i4.p3	7.192445
zebrafinch__Unknown__TRINITY_DN536_c1_g1_i19.p2	15.423198
opossum__Unknown__TRINITY_DN2615_c0_g1_i15.p1	3.815555
opossum__Unknown__TRINITY_DN2615_c0_g1_i15.p1	3.815555
opossum__Unknown__TRINITY_DN50648_c0_g1_i3.p1	45.657844
opossum__Unknown__TRINITY_DN50648_c0_g1_i3.p1	45.657844
opossum__Unknown__TRINITY_DN13992_c0_g4_i2.p1	3.742317
opossum__Unknown__TRINITY_DN13992_c0_g4_i2.p1	3.742317
opossum__Unknown__TRINITY_DN1555_c0_g4_i2.p1	10.130851
opossum__Unknown__TRINITY_DN1555_c0_g4_i2.p1	10.130851
opossum__Unknown__TRINITY_DN1555_c0_g5_i1.p1	18.892847
opossum__Unknown__TRINITY_DN1555_c0_g5_i1.p1	18.892847
opossum__Unknown__TRINITY_DN18842_c0_g1_i1.p1	30.183865
opossum__Unknown__TRINITY_DN18842_c0_g1_i1.p1	30.183865
opossum__Unknown__TRINITY_DN22339_c0_g1_i1.p1	3.096873
opossum__Unknown__TRINITY_DN22339_c0_g1_i1.p1	3.096873
opossum__Unknown__TRINITY_DN28817_c0_g6_i1.p1	5.185091
opossum__Unknown__TRINITY_DN28817_c0_g6_i1.p1	5.185091
opossum__Unknown__TRINITY_DN2911_c0_g1_i3.p1	24.225465
opossum__Unknown__TRINITY_DN2911_c0_g1_i3.p1	24.225465
opossum__Unknown__TRINITY_DN40388_c0_g1_i2.p1	1.532897
opossum__Unknown__TRINITY_DN40388_c0_g1_i2.p1	1.532897
opossum__Unknown__TRINITY_DN4462_c0_g1_i2.p1	2.606619
opossum__Unknown__TRINITY_DN4462_c0_g1_i2.p1	2.606619
opossum__Unknown__TRINITY_DN6195_c0_g1_i1.p1	3.42089
opossum__Unknown__TRINITY_DN6195_c0_g1_i1.p1	3.42089
opossum__Unknown__TRINITY_DN7348_c0_g2_i2.p1	22.766447
opossum__Unknown__TRINITY_DN7348_c0_g2_i2.p1	22.766447
opossum__Unknown__TRINITY_DN85533_c0_g1_i1.p1	3.80147
opossum__Unknown__TRINITY_DN85533_c0_g1_i1.p1	3.80147
opossum__Unknown__TRINITY_DN6872_c0_g1_i2.p1	6.749572
opossum__Unknown__TRINITY_DN6872_c0_g2_i1.p1	2.549476
opossum__Unknown__TRINITY_DN427_c0_g1_i3.p1	11.528936
tombBat__Unknown__TRINITY_DN1276_c13_g1_i1.p1	38.378504
tombBat__Unknown__TRINITY_DN1276_c13_g1_i1.p1	38.378504
tombBat__Unknown__TRINITY_DN5718_c1_g1_i3.p1	354.734955
tombBat__Unknown__TRINITY_DN5718_c1_g1_i3.p1	354.734955
tombBat__Unknown__TRINITY_DN9209_c0_g1_i1.p1	21.108945
tombBat__Unknown__TRINITY_DN9209_c0_g1_i1.p1	21.108945
tombBat__Unknown__TRINITY_DN21905_c0_g1_i1.p1	1.869302
tombBat__Unknown__TRINITY_DN6817_c1_g2_i4.p1	3.055068
tombBat__Unknown__TRINITY_DN7550_c0_g2_i9.p1	10.742964
tombBat__Unknown__TRINITY_DN129_c0_g1_i61.p2	25.879994
tombBat__Unknown__TRINITY_DN129_c0_g1_i61.p2	25.879994
tombBat__Unknown__TRINITY_DN25551_c0_g2_i1.p2	22.926762
tombBat__Unknown__TRINITY_DN25551_c0_g3_i1.p1	16.58802
tombBat__Unknown__TRINITY_DN3752_c0_g3_i5.p1	7.57585
tombBat__Unknown__TRINITY_DN3752_c0_g3_i5.p1	7.57585
tombBat__Unknown__TRINITY_DN3752_c0_g3_i5.p1	7.57585
tombBat__Unknown__TRINITY_DN368_c0_g1_i9.p1	307.527915
tombBat__Unknown__TRINITY_DN368_c0_g1_i9.p1	307.527915
tombBat__Unknown__TRINITY_DN11139_c1_g1_i5.p1	6.309032
tombBat__Unknown__TRINITY_DN1225_c1_g1_i35.p1	9.647081
tombBat__Unknown__TRINITY_DN194_c1_g1_i7.p2	19.546285
tombBat__Unknown__TRINITY_DN20951_c2_g1_i1.p1	2.478033
tombBat__Unknown__TRINITY_DN3988_c0_g1_i1.p1	6.752358
tombBat__Unknown__TRINITY_DN4584_c0_g1_i3.p1	14.061891
tombBat__Unknown__TRINITY_DN843_c1_g1_i1.p1	12.670892
tombBat__Unknown__TRINITY_DN9165_c0_g1_i4.p1	6.791853
myotisBat__Unknown__TRINITY_DN155749_c0_g3_i1.p2	3.192156
myotisBat__Unknown__TRINITY_DN155749_c1_g1_i1.p2	1.749527
myotisBat__Unknown__TRINITY_DN46536_c0_g1_i1.p2	5.041426
myotisBat__Unknown__TRINITY_DN620_c0_g1_i8.p1	15.872821
myotisBat__Unknown__TRINITY_DN620_c0_g1_i8.p1	15.872821
myotisBat__Unknown__TRINITY_DN164508_c0_g1_i1.p1	4.587694
myotisBat__Unknown__TRINITY_DN164508_c0_g1_i1.p1	4.587694
myotisBat__Unknown__TRINITY_DN164508_c0_g1_i1.p1	4.587694
myotisBat__Unknown__TRINITY_DN1682_c0_g1_i3.p1	4.590368
myotisBat__Unknown__TRINITY_DN1682_c0_g1_i3.p1	4.590368
myotisBat__Unknown__TRINITY_DN1682_c0_g1_i3.p1	4.590368
myotisBat__Unknown__TRINITY_DN168323_c0_g1_i2.p2	2.526267
myotisBat__Unknown__TRINITY_DN168323_c0_g1_i2.p2	2.526267
myotisBat__Unknown__TRINITY_DN168323_c0_g1_i2.p2	2.526267
myotisBat__Unknown__TRINITY_DN2000_c0_g1_i1.p1	3.132321
myotisBat__Unknown__TRINITY_DN2000_c0_g1_i1.p1	3.132321
myotisBat__Unknown__TRINITY_DN2000_c0_g1_i1.p1	3.132321
myotisBat__Unknown__TRINITY_DN225713_c0_g1_i1.p2	10.138883
